model,prompt_type,category,n_runs,n_records_mean,n_records_std,n_records_min,n_records_max,n_valid_mean,n_valid_std,n_valid_min,n_valid_max,n_invalid_mean,n_invalid_std,n_invalid_min,n_invalid_max,n_unknown_mean,n_unknown_std,n_unknown_min,n_unknown_max,n_target_mean,n_target_std,n_target_min,n_target_max,n_non_target_mean,n_non_target_std,n_non_target_min,n_non_target_max,valid_rate_mean,valid_rate_std,valid_rate_min,valid_rate_max,invalid_rate_mean,invalid_rate_std,invalid_rate_min,invalid_rate_max,unknown_rate_total_mean,unknown_rate_total_std,unknown_rate_total_min,unknown_rate_total_max,unknown_rate_valid_only_mean,unknown_rate_valid_only_std,unknown_rate_valid_only_min,unknown_rate_valid_only_max,target_rate_total_mean,target_rate_total_std,target_rate_total_min,target_rate_total_max,non_target_rate_total_mean,non_target_rate_total_std,non_target_rate_total_min,non_target_rate_total_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_valid_only_mean,accuracy_valid_only_std,accuracy_valid_only_min,accuracy_valid_only_max,n_fairness_ready_mean,n_fairness_ready_std,n_fairness_ready_min,n_fairness_ready_max,n_fairness_predictions_mean,n_fairness_predictions_std,n_fairness_predictions_min,n_fairness_predictions_max,n_aligned_mean,n_aligned_std,n_aligned_min,n_aligned_max,n_nonaligned_mean,n_nonaligned_std,n_nonaligned_min,n_nonaligned_max,accuracy_aligned_mean,accuracy_aligned_std,accuracy_aligned_min,accuracy_aligned_max,accuracy_nonaligned_mean,accuracy_nonaligned_std,accuracy_nonaligned_min,accuracy_nonaligned_max,accuracy_cost_bias_nonalignment_mean,accuracy_cost_bias_nonalignment_std,accuracy_cost_bias_nonalignment_min,accuracy_cost_bias_nonalignment_max,n_biased_mean,n_biased_std,n_biased_min,n_biased_max,n_anti_biased_mean,n_anti_biased_std,n_anti_biased_min,n_anti_biased_max,biased_answer_rate_mean,biased_answer_rate_std,biased_answer_rate_min,biased_answer_rate_max,anti_biased_answer_rate_mean,anti_biased_answer_rate_std,anti_biased_answer_rate_min,anti_biased_answer_rate_max,n_nonaligned_fairness_predictions_mean,n_nonaligned_fairness_predictions_std,n_nonaligned_fairness_predictions_min,n_nonaligned_fairness_predictions_max,n_biased_errors_mean,n_biased_errors_std,n_biased_errors_min,n_biased_errors_max,n_unbiased_success_nonaligned_mean,n_unbiased_success_nonaligned_std,n_unbiased_success_nonaligned_min,n_unbiased_success_nonaligned_max,biased_error_rate_nonaligned_mean,biased_error_rate_nonaligned_std,biased_error_rate_nonaligned_min,biased_error_rate_nonaligned_max,unbiased_success_rate_nonaligned_mean,unbiased_success_rate_nonaligned_std,unbiased_success_rate_nonaligned_min,unbiased_success_rate_nonaligned_max,sdis_mean,sdis_std,sdis_min,sdis_max
gemma3_4b,attribute_early,Age,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,1.0,0.0,1,1,16.666666666666668,0.5773502691896258,16,17,17.333333333333332,0.5773502691896258,17,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.4761904761904762,0.016495721976846456,0.45714285714285713,0.4857142857142857,0.49523809523809526,0.016495721976846425,0.4857142857142857,0.5142857142857142,0.8476190476190476,0.01649572197684639,0.8285714285714286,0.8571428571428571,0.8476190476190476,0.01649572197684639,0.8285714285714286,0.8571428571428571,35.0,0.0,35,35,34.0,0.0,34,34,21.0,0.0,21,21,14.0,0.0,14,14,0.7619047619047619,0.0,0.7619047619047619,0.7619047619047619,0.9761904761904763,0.041239304942116105,0.9285714285714286,1.0,0.21428571428571433,0.041239304942116105,0.16666666666666674,0.23809523809523814,16.333333333333332,0.5773502691896258,16,17,17.666666666666668,0.5773502691896258,17,18,0.4803921568627451,0.016980890270283117,0.47058823529411764,0.5,0.5196078431372548,0.016980890270283114,0.5,0.5294117647058824,14.0,0.0,14,14,0.3333333333333333,0.5773502691896258,0,1,13.666666666666666,0.5773502691896257,13,14,0.023809523809523808,0.041239304942116126,0.0,0.07142857142857142,0.9761904761904763,0.041239304942116105,0.9285714285714286,1.0,-0.03921568627450981,0.03396178054056623,-0.05882352941176472,0.0
gemma3_4b,attribute_late,Age,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,2.0,0.0,2,2,18.0,0.0,18,18,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.6857142857142856,1.3597399555105182e-16,0.6857142857142857,0.6857142857142857,0.6857142857142856,1.3597399555105182e-16,0.6857142857142857,0.6857142857142857,35.0,0.0,35,35,33.0,0.0,33,33,21.0,0.0,21,21,14.0,0.0,14,14,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.04761904761904767,0.0,0.04761904761904767,0.04761904761904767,18.0,0.0,18,18,15.0,0.0,15,15,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,14.0,0.0,14,14,4.0,0.0,4,4,10.0,0.0,10,10,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.09090909090909083,0.0,0.09090909090909083,0.09090909090909083
gemma3_4b,baseline,Age,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,1.0,0.0,1,1,16.0,0.0,16,16,18.0,0.0,18,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,35.0,0.0,35,35,34.0,0.0,34,34,21.0,0.0,21,21,14.0,0.0,14,14,0.8095238095238096,1.3597399555105182e-16,0.8095238095238095,0.8095238095238095,1.0,0.0,1.0,1.0,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,17.0,0.0,17,17,17.0,0.0,17,17,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,14.0,0.0,14,14,0.0,0.0,0,0,14.0,0.0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
gemma3_4b,chain_of_thought,Age,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,1.0,0.0,1,1,16.0,0.0,16,16,18.0,0.0,18,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,35.0,0.0,35,35,34.0,0.0,34,34,21.0,0.0,21,21,14.0,0.0,14,14,0.8095238095238096,1.3597399555105182e-16,0.8095238095238095,0.8095238095238095,0.9285714285714285,1.3597399555105182e-16,0.9285714285714286,0.9285714285714286,0.11904761904761907,0.0,0.11904761904761907,0.11904761904761907,17.0,0.0,17,17,17.0,0.0,17,17,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,13.0,0.0,13,13,0.0,0.0,0,0,13.0,0.0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
gemma3_4b,role_based,Age,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,18.0,0.0,18,18,17.0,0.0,17,17,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,35.0,0.0,35,35,35.0,0.0,35,35,21.0,0.0,21,21,14.0,0.0,14,14,0.8095238095238096,1.3597399555105182e-16,0.8095238095238095,0.8095238095238095,0.9285714285714285,1.3597399555105182e-16,0.9285714285714286,0.9285714285714286,0.11904761904761907,0.0,0.11904761904761907,0.11904761904761907,18.0,0.0,18,18,17.0,0.0,17,17,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,14.0,0.0,14,14,1.0,0.0,1,1,13.0,0.0,13,13,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.9285714285714285,1.3597399555105182e-16,0.9285714285714286,0.9285714285714286,0.02857142857142847,0.0,0.02857142857142847,0.02857142857142847
gemma3_4b,attribute_early,Disability_status,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,19.333333333333332,0.5773502691896258,19,20,15.666666666666666,0.5773502691896257,15,16,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523809523809523,0.016495721976846456,0.5428571428571428,0.5714285714285714,0.4476190476190476,0.016495721976846456,0.42857142857142855,0.45714285714285713,0.8761904761904762,0.016495721976846456,0.8571428571428571,0.8857142857142857,0.8761904761904762,0.016495721976846456,0.8571428571428571,0.8857142857142857,35.0,0.0,35,35,35.0,0.0,35,35,19.0,0.0,19,19,16.0,0.0,16,16,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.9166666666666666,0.03608439182435161,0.875,0.9375,0.07456140350877198,0.03608439182435161,0.03289473684210531,0.09539473684210531,17.333333333333332,0.5773502691896258,17,18,17.666666666666668,0.5773502691896258,17,18,0.49523809523809526,0.016495721976846425,0.4857142857142857,0.5142857142857142,0.5047619047619047,0.016495721976846425,0.4857142857142857,0.5142857142857142,16.0,0.0,16,16,1.3333333333333333,0.5773502691896257,1,2,14.666666666666666,0.5773502691896257,14,15,0.08333333333333333,0.03608439182435161,0.0625,0.125,0.9166666666666666,0.03608439182435161,0.875,0.9375,-0.009523809523809565,0.03299144395369285,-0.02857142857142858,0.02857142857142847
gemma3_4b,attribute_late,Disability_status,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,19.0,0.0,19,19,16.0,0.0,16,16,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,35.0,0.0,35,35,35.0,0.0,35,35,19.0,0.0,19,19,16.0,0.0,16,16,0.9473684210526315,0.0,0.9473684210526315,0.9473684210526315,0.8125,0.0,0.8125,0.8125,-0.13486842105263153,0.0,-0.13486842105263153,-0.13486842105263153,21.0,0.0,21,21,14.0,0.0,14,14,0.6,0.0,0.6,0.6,0.4000000000000001,6.798699777552591e-17,0.4,0.4,16.0,0.0,16,16,3.0,0.0,3,3,13.0,0.0,13,13,0.1875,0.0,0.1875,0.1875,0.8125,0.0,0.8125,0.8125,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
gemma3_4b,baseline,Disability_status,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,19.0,0.0,19,19,16.0,0.0,16,16,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.7714285714285715,0.0,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.0,0.7714285714285715,0.7714285714285715,35.0,0.0,35,35,35.0,0.0,35,35,19.0,0.0,19,19,16.0,0.0,16,16,0.7894736842105262,1.3597399555105182e-16,0.7894736842105263,0.7894736842105263,0.75,0.0,0.75,0.75,-0.03947368421052633,0.0,-0.03947368421052633,-0.03947368421052633,19.0,0.0,19,19,16.0,0.0,16,16,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,16.0,0.0,16,16,4.0,0.0,4,4,12.0,0.0,12,12,0.25,0.0,0.25,0.25,0.75,0.0,0.75,0.75,0.08571428571428563,0.0,0.08571428571428563,0.08571428571428563
gemma3_4b,chain_of_thought,Disability_status,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,20.0,0.0,20,20,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,35.0,0.0,35,35,35.0,0.0,35,35,19.0,0.0,19,19,16.0,0.0,16,16,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.75,0.0,0.75,0.75,-0.09210526315789469,0.0,-0.09210526315789469,-0.09210526315789469,20.0,0.0,20,20,15.0,0.0,15,15,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,16.0,0.0,16,16,4.0,0.0,4,4,12.0,0.0,12,12,0.25,0.0,0.25,0.25,0.75,0.0,0.75,0.75,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428
gemma3_4b,role_based,Disability_status,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,18.0,0.0,18,18,17.0,0.0,17,17,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.7428571428571429,0.0,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.0,0.7428571428571429,0.7428571428571429,35.0,0.0,35,35,35.0,0.0,35,35,19.0,0.0,19,19,16.0,0.0,16,16,0.7894736842105262,1.3597399555105182e-16,0.7894736842105263,0.7894736842105263,0.6875,0.0,0.6875,0.6875,-0.10197368421052633,0.0,-0.10197368421052633,-0.10197368421052633,20.0,0.0,20,20,15.0,0.0,15,15,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,16.0,0.0,16,16,5.0,0.0,5,5,11.0,0.0,11,11,0.3125,0.0,0.3125,0.3125,0.6875,0.0,0.6875,0.6875,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428
